"","STATE","year","bottle_can_production","keg_production","sold_in_brewery","total_production","population","percent_in_brewery","prodcution_PP","consumed_in_brewery_PP","percent_in_can","percent_in_keg","Total Production","Brewery Consumption (PP)","Consumed in Brewery (%)","Canned or Bottled (%)","Kegged (%)","Total Production (PP)"
"283","NC",2012,6735801.22,1054976.57,17604.53,7808382.32,9749.123,0.225456813953751,800.931767913893,1.80575524588212,86.2637220355778,13.5108211504685,7808382,1.81,0.23,86.26,13.51,1.81
"284","ND",2012,0,0,817.7,817.7,701.116,100,1.1662834680709,1.1662834680709,0,0,818,1.17,100,0,0,1.17
"285","NE",2012,6780.45,7244.52,5596.83,19621.8,1853.323,28.5235299513806,10.5873611885246,3.01988913966966,34.5556982539828,36.9207717946366,19622,3.02,28.52,34.56,36.92,3.02
"286","NH",2012,2927305.84,365463.83,6262.36,3299032.03,1323.962,0.189824164877841,2491.78755130434,4.73001490979348,88.732264900138,11.0779109349842,3299032,4.73,0.19,88.73,11.08,4.73
"287","NJ",2012,4572952.86,502680.99,5385.1,5081018.95,8845.483,0.105984647036201,574.419616204112,0.608796602740631,90.0007046814891,9.89331067147467,5081019,0.61,0.11,90,9.89,0.61
"288","NM",2012,17164.28,12803.35,13875.29,43842.92,2087.549,31.6477324046847,21.0021034236801,6.64668949088141,39.1494909554382,29.2027766398771,43843,6.65,31.65,39.15,29.2,6.65
"289","NV",2012,3647.33,4993.73,15331.77,23972.83,2744.566,63.9547771372842,8.73465240041595,5.58622747640246,15.21443233861,20.8307905241058,23973,5.59,63.95,15.21,20.83,5.59
"290","NY",2012,6832275.59,668632.48,18110.04,7519018.11,19574.549,0.240856448741816,384.122163427622,0.925183001662005,90.8665930849846,8.89255046627358,7519018,0.93,0.24,90.87,8.89,0.93
"291","OH",2012,17318045.77,1790342.28,11293.61,19119681.66,11548.369,0.0590679813651249,1655.61748676372,0.97793982855934,90.5770612605482,9.36387075808667,19119682,0.98,0.06,90.58,9.36,0.98
"292","OK",2012,3706.66,4826.95,2198.78,10732.39,3818.6,20.4873285447137,2.81055622479443,0.575807887707537,34.5371347854485,44.9755366698378,10732,0.58,20.49,34.54,44.98,0.58
"293","OR",2012,848065.57,375659.57,34755.42,1258480.56,3899.118,2.76169701024226,322.7603165639,8.91366201279366,67.3880548460757,29.8502481436821,1258481,8.91,2.76,67.39,29.85,8.91
"294","PA",2012,3411033.49,1168462.04,33773.09,4613268.62,12766.827,0.732085919592517,361.348095341152,2.64537852670832,73.9396243958584,25.3282896845491,4613269,2.65,0.73,73.94,25.33,2.65
"295","RI",2012,2021.32,4104.34,716.47,6842.13,1054.601,10.4714467570771,6.48788499157501,0.679375422553174,29.5422624241282,59.9862908187947,6842,0.68,10.47,29.54,59.99,0.68
"296","SC",2012,12903.66,15831.87,2904.66,31640.19,4717.112,9.18028621193488,6.70753418617154,0.615770836053924,40.7824984616085,50.0372153264566,31640,0.62,9.18,40.78,50.04,0.62
"297","SD",2012,619.7,1521.5,773.45,2914.65,833.496,26.5366339011545,3.49689740562642,0.927958862430054,21.2615579915256,52.2018081073199,2915,0.93,26.54,21.26,52.2,0.93
"298","TN",2012,380277,28387.58,10103.13,418767.71,6451.281,2.41258572682216,64.9123344650466,1.56606571625077,90.8085773853003,6.77883688787753,418768,1.57,2.41,90.81,6.78,1.57
"299","TX",2012,17941441.31,1144585.8,8503.31,19094530.42,26089.62,0.0445327002705102,731.882274253132,0.325926939526141,93.9611549242801,5.99431237544935,19094530,0.33,0.04,93.96,5.99,0.33
"300","UT",2012,62120.44,43143.32,4595.18,109858.94,2853.467,4.18280023455533,38.5001613826268,1.6103848406167,56.5456393444175,39.2715604210272,109859,1.61,4.18,56.55,39.27,1.61
"301","VA",2012,13408374.35,1175467.01,10414.51,14594255.87,8185.229,0.0713603358250564,1782.9990914121,1.27235413938938,91.8743269231171,8.0543127410579,14594256,1.27,0.07,91.87,8.05,1.27
"302","VT",2012,273965.87,98154.92,2216.5,374337.29,626.063,0.592113064664223,597.922717042853,3.54037852420603,73.1869031802843,26.2209837550515,374337,3.54,0.59,73.19,26.22,3.54
"303","WA",2012,116944.26,240103.86,17362.29,374410.41,6892.876,4.63723484611446,54.3184601028656,2.51887455976286,31.2342437273579,64.1285214265276,374410,2.52,4.64,31.23,64.13,2.52
"304","WI",2012,8884190.43,1038914.37,18853.61,9941958.41,5719.855,0.189636782035181,1738.14867859412,3.29616922107291,89.3605672405946,10.4497959773702,9941958,3.3,0.19,89.36,10.45,3.3
"305","WV",2012,23.18,3701.81,14.85,3739.84,1856.764,0.397075810729871,2.01417089086174,0.0079977853943743,0.61981261230427,98.9831115769659,3740,0.01,0.4,0.62,98.98,0.01
"306","WY",2012,2580.15,5752.17,3528.21,11860.53,576.27,29.7474902049065,20.5815503149565,6.1224946639596,21.7540868747012,48.4984229203923,11861,6.12,29.75,21.75,48.5,6.12
"307","AK",2013,112008.59,68867.58,2155.6,183031.77,737.045,1.1777190375201,248.331879328942,2.92465181908839,61.1962557101426,37.6260252523373,183032,2.92,1.18,61.2,37.63,2.92
"308","AL",2013,6634.43,11747.74,130.55,18512.72,4830.46,0.705190809346222,3.8324962839978,0.027026411563288,35.8371433263183,63.4576658643354,18513,0.03,0.71,35.84,63.46,0.03
"309","AR",2013,8,1078.21,558.14,1644.35,2959.549,33.9428953689908,0.55560830383278,0.188589545231385,0.486514428193511,65.5705902028157,1644,0.19,33.94,0.49,65.57,0.19
"310","AZ",2013,22318.65,59074.04,18763.52,100156.21,6634.999,18.734255219921,15.0951356586489,2.82796124008459,22.283840412891,58.981904367188,100156,2.83,18.73,22.28,58.98,2.83
"311","CA",2013,17838853.36,2388676.84,60559.56,20288089.76,38280.824,0.298498087875179,529.98048735837,1.58198162087629,87.9277131116163,11.7737888005085,20288090,1.58,0.3,87.93,11.77,1.58
"312","CO",2013,18549122.13,2177094.68,60133.43,20786350.24,5270.482,0.289292873956693,3943.91826781687,11.4094745034705,89.2370325518002,10.4736745742431,20786350,11.41,0.29,89.24,10.47,11.41
"313","CT",2013,21549.9,20486.04,1770.05,43805.99,3594.915,4.04065745346698,12.1855426345268,0.492376036707405,49.1939572647485,46.7653852817845,43806,0.49,4.04,49.19,46.77,0.49
"314","DC",2013,3546.13,5934.43,2250.9,11731.46,650.431,19.1868701764316,18.0364404525615,3.46062841408235,30.2275249627924,50.5856048607761,11731,3.46,19.19,30.23,50.59,3.46
"315","DE",2013,148156.85,75629.27,2868.28,226654.4,923.638,1.26548613219068,245.393108555516,3.10541575812169,65.3668536767872,33.3676601910221,226654,3.11,1.27,65.37,33.37,3.11
"316","FL",2013,9521482.11,1260567.42,6440.29,10788489.82,19563.166,0.0596959362010132,551.469522877841,0.329204894545188,88.2559308008876,11.6843732629114,10788490,0.33,0.06,88.26,11.68,0.33
"317","GA",2013,14681673.2,545302.04,4647.37,15231622.61,9973.326,0.0305113258054915,1527.23601033396,0.465979954931785,96.3894233458821,3.58006532831239,15231623,0.47,0.03,96.39,3.58,0.47
"318","HI",2013,13208.44,18107.58,1972.63,33288.65,1408.453,5.92583357991387,23.6349029751082,1.40056501707902,39.67850904137,54.3956573787162,33289,1.4,5.93,39.68,54.4,1.4
"319","IA",2013,5519.98,13243.72,6003.19,24766.89,3093.078,24.2387720056899,8.00719865454411,1.94084662591761,22.2877398010004,53.4734881933097,24767,1.94,24.24,22.29,53.47,1.94
"320","ID",2013,11093.1,15294.81,4675.48,31063.39,1611.53,15.0514158306611,19.2757131421692,2.90126773935329,35.7111699656734,49.2374142036655,31063,2.9,15.05,35.71,49.24,2.9
"321","IL",2013,944038.45,68420.11,26271.03,1038729.59,12898.269,2.52915005530939,80.532479978515,2.03678726191863,90.8839469952907,6.58690294939995,1038730,2.04,2.53,90.88,6.59,2.04
"322","IN",2013,37750.09,61510.42,13119.35,112379.86,6568.367,11.6741113576757,17.1092540961855,1.99735337565638,33.5915083005087,54.7343803418157,112380,2,11.67,33.59,54.73,2
"323","KS",2013,11226.9,6125.65,7415.82,24768.37,2893.51,29.9406864480787,8.55997387256308,2.56291493722158,45.3275689922268,24.7317445596945,24768,2.56,29.94,45.33,24.73,2.56
"324","KY",2013,78440.18,19416.85,6460.08,104317.11,4404.817,6.19273290834073,23.6825071279919,1.4665944124353,75.1939734526771,18.6132936389821,104317,1.47,6.19,75.19,18.61,1.47
"325","LA",2013,101715.41,62679.68,1723.51,166118.6,4624.577,1.0375177734462,35.9208204339554,0.372684896369981,61.2305966941691,37.7318855323847,166119,0.37,1.04,61.23,37.73,0.37
"326","MA",2013,127282.86,126580.1,12570.98,266433.94,6713.944,4.71823522183397,39.6836702838153,1.87236890864744,47.7727649863227,47.5089997918433,266434,1.87,4.72,47.77,47.51,1.87
"327","MD",2013,89731.45,52907.04,7771.25,150409.74,5923.704,5.16671992119659,25.3911640419575,1.31189033077953,59.6580048605895,35.1752752182139,150410,1.31,5.17,59.66,35.18,1.31
"328","ME",2013,122877.92,110683.11,7960.51,241521.54,1328.196,3.29598345555432,181.84179142235,5.99347536056426,50.8765884815077,45.827428062938,241522,5.99,3.3,50.88,45.83,5.99
"329","MI",2013,272746.16,227414.7,28431.97,528592.83,9913.349,5.37880356795608,53.3213175486912,2.86804893079019,51.5985356819918,43.0226607500522,528593,2.87,5.38,51.6,43.02,2.87
"330","MN",2013,253317.42,133102.69,11984.66,398404.77,5413.693,3.00816177476992,73.5920507498301,2.21376793992567,63.5829284875279,33.4089097377022,398405,2.21,3.01,63.58,33.41,2.21
"331","MO",2013,12586027.39,942359.26,12949.37,13541336.02,6040.658,0.0956284518815153,2241.69883810671,2.14370189472736,92.9452409379027,6.95913061021582,13541336,2.14,0.1,92.95,6.96,2.14
"332","MS",2013,10044.08,6907.14,0,16951.22,2988.797,0,5.67158626029135,0,59.2528443380476,40.7471556619524,16951,0,0,59.25,40.75,0
"333","MT",2013,56224.96,54321.28,4373.97,114920.21,1013.564,3.80609294048453,113.382292583399,4.31543543377626,48.9252151558024,47.268691903713,114920,4.32,3.81,48.93,47.27,4.32
"334","NC",2013,6515751.81,988300.04,21871.66,7525923.51,9843.599,0.290617622819821,764.549989287455,2.22191700413639,86.5774386537713,13.1319437234089,7525924,2.22,0.29,86.58,13.13,2.22
"335","ND",2013,133.11,590.57,1374.55,2098.23,721.999,65.5099774571901,2.90613975919634,1.90381150112396,6.34391844554696,28.1461040972629,2098,1.9,65.51,6.34,28.15,1.9
"336","NE",2013,2073.18,3840.44,6392.8,12306.42,1865.414,51.946870007687,6.59715216032473,3.42701405693321,16.8463289892593,31.2068010030537,12306,3.43,51.95,16.85,31.21,3.43
"337","NH",2013,2854790.85,381402.55,6077.87,3242271.27,1326.408,0.187457171034304,2444.39966435667,4.58220245957503,88.0491054655029,11.7634373634628,3242271,4.58,0.19,88.05,11.76,4.58
"338","NJ",2013,4264380.69,443199.05,5535.97,4713115.71,8858.362,0.117458817916439,532.052732773847,0.624942850608273,90.4790154197169,9.40352576236666,4713116,0.62,0.12,90.48,9.4,0.62
"339","NM",2013,18327.17,15093.44,13652.7,47073.31,2092.792,29.0030592707417,22.4930666783894,6.52367746054075,38.9332511353036,32.0636895939546,47073,6.52,29,38.93,32.06,6.52
"340","NV",2013,4561.27,5702.72,14612.82,24876.81,2776.972,58.7407308252143,8.95825020922069,5.26214164204752,18.3354296632084,22.9238395115773,24877,5.26,58.74,18.34,22.92,5.26
"341","NY",2013,7166945.25,674239.5,24800.93,7865985.68,19628.043,0.315293353038497,400.752417344918,1.26354573402962,91.1131235367314,8.57158311023012,7865986,1.26,0.32,91.11,8.57,1.26
"342","OH",2013,16646929.63,1726077.24,11632.86,18384639.73,11576.576,0.0632748869210504,1588.08958106438,1.00486188662347,90.5480328931091,9.38869221996987,18384640,1,0.06,90.55,9.39,1
"343","OK",2013,3141.24,4840.77,2381.47,10363.48,3853.205,22.9794431986167,2.68957400397851,0.618049130529001,30.310667845164,46.7098889562193,10363,0.62,22.98,30.31,46.71,0.62
"344","OR",2013,937521.77,415935.76,37006.39,1390463.92,3922.908,2.66144194521782,354.447241689073,9.4334075639806,67.4251058596328,29.9134521951494,1390464,9.43,2.66,67.43,29.91,9.43
"345","PA",2013,4005887.4,1172679.83,31943.35,5210510.58,12776.621,0.613056043348443,407.816008630138,2.50014068664947,76.8808994530436,22.5060445036079,5210511,2.5,0.61,76.88,22.51,2.5
"346","RI",2013,4181.58,5174.14,830.8,10186.52,1055.122,8.15587658984619,9.65435276678905,0.787397097207716,41.0501329207619,50.7939904893919,10187,0.79,8.16,41.05,50.79,0.79
"347","SC",2013,17725.52,18103.48,2711.72,38540.72,4764.153,7.0359868731046,8.08973179492766,0.569192467160479,45.9916680331867,46.9723450937087,38541,0.57,7.04,45.99,46.97,0.57
"348","SD",2013,785.06,1753.5,909.14,3447.7,842.27,26.369463700438,4.09334298977763,1.07939259382383,22.7705426806277,50.8599936189344,3448,1.08,26.37,22.77,50.86,1.08
"349","TN",2013,560336.92,31767.12,9965.75,602069.79,6493.432,1.65524830601449,92.7198113416757,1.53474310657292,93.0684331462637,5.27631854772185,602070,1.53,1.66,93.07,5.28,1.53
"350","TX",2013,18373013.26,1038542.78,9242.6,19420798.64,26489.464,0.047591245712025,733.151816133388,0.348916082258214,94.6048285684712,5.3475801858167,19420799,0.35,0.05,94.6,5.35,0.35
"351","UT",2013,80300.79,45937.83,3953.1,130191.72,2897.927,3.03636821143464,44.9258107605885,1.36411303666379,61.6788763525054,35.28475543606,130192,1.36,3.04,61.68,35.28,1.36
"352","VA",2013,12891463.92,1134449.57,12450.88,14038364.37,8253.053,0.088691813888287,1700.99045407802,1.50863928778841,91.8302416166735,8.08106656943825,14038364,1.51,0.09,91.83,8.08,1.51
"353","VT",2013,271560.29,98852.28,2563.85,372976.42,626.212,0.68740270497529,595.607270381277,4.09422048763039,72.8089700684027,26.503627226622,372976,4.09,0.69,72.81,26.5,4.09
"354","WA",2013,125917.12,274558.65,17770.87,418246.64,6962.906,4.24889725354399,60.0678280016993,2.55222029422773,30.105948968293,65.645153778163,418247,2.55,4.25,30.11,65.65,2.55
"355","WI",2013,9038409.69,1071651.35,19250.29,10129311.33,5736.952,0.190045397686478,1765.62595085334,3.3554908599549,89.2302486866104,10.5797059157032,10129311,3.36,0.19,89.23,10.58,3.36
"356","WV",2013,87.86,4525.59,422.15,5035.6,1853.873,8.38331082691239,2.71625942014367,0.227712470055932,1.7447771864326,89.871911986655,5036,0.23,8.38,1.74,89.87,0.23
"357","WY",2013,2755.25,7216.88,3544.63,13516.76,582.123,26.2239619553798,23.219766269328,6.08914267259668,20.3839529591411,53.3920850854791,13517,6.09,26.22,20.38,53.39,6.09
"358","AK",2014,129181.74,73823.62,2114.97,205120.33,736.307,1.03108745973644,278.579899416955,2.87240240823461,62.9785160739552,35.9903964663083,205120,2.87,1.03,62.98,35.99,2.87
"359","AL",2014,9521.26,13749.96,226.25,23497.47,4842.481,0.962869619580321,4.85236183683529,0.0467219179589966,40.5203624049738,58.5167679754459,23497,0.05,0.96,40.52,58.52,0.05
"360","AR",2014,800.09,2787.48,657.12,4244.69,2967.726,15.4809891888454,1.43028365826225,0.221422058505401,18.8491974678952,65.6698133432594,4245,0.22,15.48,18.85,65.67,0.22
"361","AZ",2014,29645.05,80214.06,17173,127032.11,6733.84,13.518629266254,18.8647354258491,2.55025364428023,23.3366587392747,63.1447119944713,127032,2.55,13.52,23.34,63.14,2.55
"362","CA",2014,18052809.23,2330092.84,65035.4,20447937.47,38625.139,0.318053593891394,529.394534217728,1.68375834194409,88.2867000962127,11.3952463098959,20447937,1.68,0.32,88.29,11.4,1.68
"363","CO",2014,18035909.8,2207491.04,72839.26,20316240.1,5351.218,0.358527265091733,3796.56371689585,13.6117160616518,88.775825207933,10.8656475269752,20316240,13.61,0.36,88.78,10.87,13.61
"364","CT",2014,50874.7,33903.03,1447.6,86225.33,3594.783,1.67885701336255,23.9862406159148,0.402694682822301,59.0020357127076,39.3191072739298,86225,0.4,1.68,59,39.32,0.4
"365","DC",2014,4265.73,8335.8,4504.3,17105.83,662.513,26.3319581686478,25.8196141056855,6.79880998561538,24.9372874628124,48.7307543685399,17106,6.8,26.33,24.94,48.73,6.8
"366","DE",2014,167806.22,82037.96,2771.7,252615.88,932.596,1.09719943180136,270.873861779377,2.97202647234172,66.4274233274646,32.475377240734,252616,2.97,1.1,66.43,32.48,2.97
"367","FL",2014,9439058.04,1242022.65,6585.28,10687665.97,19860.33,0.0616156981186043,538.141409029961,0.331579586039104,88.3173002084383,11.6210840934431,10687666,0.33,0.06,88.32,11.62,0.33
"368","GA",2014,13929282.27,489713.84,4432.32,14423428.43,10069.001,0.030730003074588,1432.45873448617,0.440194613149805,96.5740034527977,3.39526654412775,14423428,0.44,0.03,96.57,3.4,0.44
"369","HI",2014,13039.35,21582.44,1380.6,36002.39,1414.862,3.83474541551269,25.4458668053846,0.97578421075695,36.2180121930794,59.9472423914079,36002,0.98,3.83,36.22,59.95,0.98
"370","IA",2014,8090.96,21448.89,5676.54,35216.39,3109.504,16.1190286681855,11.3254043088544,1.82554516733215,22.9749840912143,60.9059872406002,35216,1.83,16.12,22.97,60.91,1.83
"371","ID",2014,14718.98,17477.57,4573.66,36770.21,1631.479,12.4384930083347,22.5379609544469,2.80338269754009,40.0296326836317,47.5318743080336,36770,2.8,12.44,40.03,47.53,2.8
"372","IL",2014,946826.09,145486.79,91311.09,1183623.97,12888.962,7.71453538576107,91.8323733129169,7.08444093480918,79.9938252348844,12.2916393793546,1183624,7.08,7.71,79.99,12.29,7.08
"373","IN",2014,48204.65,66614.28,16356.6,131175.53,6593.533,12.4692463602015,19.8945739711927,2.48070344078053,36.7482029613298,50.7825506784688,131176,2.48,12.47,36.75,50.78,2.48
"374","KS",2014,15852.43,7418.78,7461.26,30732.47,2900.896,24.2781006538036,10.5941302273504,2.57205359999117,51.5820238334244,24.139875512772,30732,2.57,24.28,51.58,24.14,2.57
"375","KY",2014,86161.38,24748.1,6234.52,117144,4414.483,5.32209929659223,26.5362897535227,1.41228769031391,73.5516799836099,21.1262207197979,117144,1.41,5.32,73.55,21.13,1.41
"376","LA",2014,109386.36,69442.53,1579.1,180407.99,4644.204,0.875293827063868,38.8458366600606,0.340015210356823,60.6327690918789,38.4919370810572,180408,0.34,0.88,60.63,38.49,0.34
"377","MA",2014,133223.43,128941.15,10352.16,272516.74,6763.652,3.79872443799232,40.2913603479304,1.53055775193638,48.8863289645987,47.314946597409,272517,1.53,3.8,48.89,47.31,1.53
"378","MD",2014,104085.75,58176.63,7534.65,169797.03,5958.165,4.43744510725541,28.4982087605832,1.26459237030193,61.3001004787893,34.2624544139553,169797,1.26,4.44,61.3,34.26,1.26
"379","ME",2014,132025.53,116113.35,7501.97,255640.85,1330.76,2.93457403228005,192.101393188855,5.63735760016832,51.6449268573469,45.420499110373,255641,5.64,2.93,51.64,45.42,5.64
"380","MI",2014,419973.01,297520.14,31218.34,748711.49,9930.589,4.16960877680667,75.3944695526116,3.14365441969253,56.0927694591678,39.7376217640256,748711,3.14,4.17,56.09,39.74,3.14
"381","MN",2014,285724.01,154949.51,12425.12,453098.64,5451.522,2.74225497564945,83.1141541756596,2.27920202835098,63.0600016808702,34.1977433434804,453099,2.28,2.74,63.06,34.2,2.28
"382","MO",2014,12366680.51,891963.11,13379.38,13272023,6056.293,0.100808897030995,2191.44334661484,2.20916986678154,93.1785644886239,6.72062661434508,13272023,2.21,0.1,93.18,6.72,2.21
"383","MS",2014,13409.98,7726.08,0,21136.06,2990.623,0,7.06744380685897,0,63.445978105664,36.554021894336,21136,0,0,63.45,36.55,0
"384","MT",2014,64538.3,58998.91,5997.94,129535.15,1021.891,4.63035708840419,126.760241552181,5.8694518299897,49.8230017103466,45.5466412012492,129535,5.87,4.63,49.82,45.55,5.87
"385","NC",2014,6311112.23,971829.71,19005.47,7301947.41,9933.944,0.260279469747646,735.050188525323,1.91318473307279,86.4305352481305,13.3091852821219,7301947,1.91,0.26,86.43,13.31,1.91
"386","ND",2014,1363.95,2601.31,1346.63,5311.89,737.382,25.3512403306544,7.20371530631342,1.82623118003965,25.6773012995375,48.9714583698081,5312,1.83,25.35,25.68,48.97,1.83
"387","NE",2014,12738.17,13753.51,3651.12,30142.8,1879.522,12.1127433416935,16.0374818703905,1.94257901743103,42.2594118661836,45.6278447921228,30143,1.94,12.11,42.26,45.63,1.94
"388","NH",2014,2745595.26,367976.5,6006.92,3119578.68,1333.223,0.19255548957656,2339.87763487429,4.50556283532462,88.0117330459509,11.7957114644725,3119579,4.51,0.19,88.01,11.8,4.51
"389","NJ",2014,4316395.59,447843.58,5907.92,4770147.09,8866.78,0.123851946041354,537.979637478318,0.666298250323116,90.4876832634526,9.38846479050607,4770147,0.67,0.12,90.49,9.39,0.67
"390","NM",2014,26140.3,21957.12,13396.75,61494.17,2090.342,21.785398518266,29.4182339540611,6.40887950392807,42.5085825209121,35.7060189608218,61494,6.41,21.79,42.51,35.71,6.41
"391","NV",2014,6322.08,8085.97,16234.04,30642.09,2819.012,52.9795454552872,10.8697976454162,5.75876938445101,20.6320130252212,26.3884415194916,30642,5.76,52.98,20.63,26.39,5.76
"392","NY",2014,6749799.4,596752.77,38325.34,7384877.51,19656.33,0.518970557712067,375.69971149243,1.94977088805489,91.4002891836726,8.08074025861534,7384878,1.95,0.52,91.4,8.08,1.95
"393","OH",2014,17044931.31,1643427.98,12905.42,18701264.71,11602.973,0.0690082740398791,1611.76490801108,1.11225114459889,91.1432011380796,8.78779058788051,18701265,1.11,0.07,91.14,8.79,1.11
"394","OK",2014,5620.53,6110,2459.74,14190.27,3878.367,17.3339901214001,3.6588259955801,0.634220536633073,39.6083372620817,43.0576726165182,14190,0.63,17.33,39.61,43.06,0.63
"395","OR",2014,1036589.35,479575.19,33472.7,1549637.24,3964.106,2.16003456396027,390.917205543949,8.44394675621691,66.8923876661612,30.9475777698786,1549637,8.44,2.16,66.89,30.95,8.44
"396","PA",2014,4246712.36,1244846.05,30228.3,5521786.71,12789.101,0.547436936404231,431.757221246435,2.36359850469552,76.9083012987295,22.5442617648663,5521787,2.36,0.55,76.91,22.54,2.36
"397","RI",2014,4949.18,4551.43,987.13,10487.74,1056.017,9.412227991922,9.93141208900993,0.934767148634918,47.1901477344023,43.3976242736757,10488,0.93,9.41,47.19,43.4,0.93
"398","SC",2014,21211.65,19762.34,3131.64,44105.63,4823.793,7.100318031961,9.14335047129924,0.649206962239051,48.0928398483368,44.8068421197022,44106,0.65,7.1,48.09,44.81,0.65
"399","SD",2014,823.65,1923.75,1336.27,4083.67,849.088,32.7222816731029,4.80947793397151,1.57377091655989,20.1693574652212,47.1083608616759,4084,1.57,32.72,20.17,47.11,1.57
"400","TN",2014,696681.85,60753.94,9220.38,766656.17,6540.826,1.20267472705528,117.210910365143,1.409665996313,90.8727898191963,7.92453545374845,766656,1.41,1.2,90.87,7.92,1.41
"401","TX",2014,18841742.38,1060536.45,9471.81,19911750.64,26977.142,0.0475689464540221,738.097113474808,0.351105020687514,94.6262471876757,5.32618386587027,19911751,0.35,0.05,94.63,5.33,0.35
"402","UT",2014,101610.11,51425.32,5875.72,158911.15,2937.399,3.69748755829909,54.0992728601051,2.00031388313266,63.941460369521,32.36105207218,158911,2,3.7,63.94,32.36,2
"403","VA",2014,12259344.53,1048495.09,12352.47,13320192.09,8312.076,0.0927349239150499,1602.51086371203,1.48608723019376,92.0357938321594,7.87147124392558,13320192,1.49,0.09,92.04,7.87,1.49
"404","VT",2014,258101.46,93531.96,2692.34,354325.76,625.218,0.759848789994834,566.723542828262,4.3062419827964,72.842984941315,26.3971662686901,354326,4.31,0.76,72.84,26.4,4.31
"405","WA",2014,140925.38,297547.82,18066.36,456539.56,7052.439,3.95723866733477,64.7349888457029,2.561718009897,30.8681639768523,65.1745973558129,456540,2.56,3.96,30.87,65.17,2.56
"406","WI",2014,9100215.78,1066520.15,17885.54,10184621.47,5751.974,0.175613203226884,1770.63065132075,3.10946120410141,89.3525184692014,10.4718683275717,10184621,3.11,0.18,89.35,10.47,3.11
"407","WV",2014,43.45,5160.63,420.5,5624.58,1849.467,7.47611377205054,3.0411897049258,0.227362802364141,0.772502124603081,91.7513841033464,5625,0.23,7.48,0.77,91.75,0.23
"408","WY",2014,2447.42,8379.14,3133.63,13960.19,582.548,22.4469007943302,23.9640166990531,5.37917905477317,17.5314232829209,60.0216759227489,13960,5.38,22.45,17.53,60.02,5.38
"409","AK",2015,126309.22,74606.28,4511.48,205426.98,737.547,2.19614775040747,278.527307412273,6.11687119600514,61.4861884256878,36.3176638239047,205427,6.12,2.2,61.49,36.32,6.12
"410","AL",2015,10543,11465.23,6109.99,28118.22,4853.16,21.729647182503,5.79379620700739,1.25897147425595,37.4952610798265,40.7750917376705,28118,1.26,21.73,37.5,40.78,1.26
"411","AR",2015,872.11,6965.83,1609.38,9447.32,2978.407,17.0353073675921,3.17193721341643,0.540349253812525,9.23129522446578,73.7333974079421,9447,0.54,17.04,9.23,73.73,0.54
"412","AZ",2015,44032.85,74997.94,29869.1,148899.89,6833.596,20.0598536372324,21.7893902419751,4.3709197909856,29.5721172124439,50.3680291503237,148900,4.37,20.06,29.57,50.37,4.37
"413","CA",2015,17701780.59,2220498.84,124974.7,20047254.13,38953.142,0.623400587380093,514.650503160952,3.20833425965998,88.3002753155601,11.0763240970598,20047254,3.21,0.62,88.3,11.08,3.21
"414","CO",2015,17755216.77,2083226.02,121814.79,19960257.58,5452.107,0.610286663444951,3661.01721407889,22.3426998039474,88.9528439141515,10.4368694224035,19960258,22.34,0.61,88.95,10.44,22.34
"415","CT",2015,80241.6,38194.71,13218.19,131654.5,3587.509,10.0400593978937,36.6980264021637,3.68450364863196,60.9486193027963,29.0113212993099,131654,3.68,10.04,60.95,29.01,3.68
"416","DC",2015,9222.28,8925.18,7207.31,25354.77,675.254,28.425854385585,37.5484928634262,10.6734799053393,36.3729586188319,35.2011869955831,25355,10.67,28.43,36.37,35.2,10.67
"417","DE",2015,176483.9,83489.86,5865.02,265838.78,941.413,2.20623191243956,282.382737438298,6.23001806858414,66.3875676829392,31.4062004046212,265839,6.23,2.21,66.39,31.41,6.23
"418","FL",2015,9842764.82,1245516.38,38265.32,11126546.52,20224.249,0.343910124594527,550.15869909434,1.89205146752297,88.4619931468187,11.1940967285867,11126547,1.89,0.34,88.46,11.19,1.89
"419","GA",2015,12869372.66,463799.45,17920.74,13351092.85,10181.111,0.134226764814987,1311.35912868448,1.76019493353918,96.3919044275091,3.47386880767592,13351093,1.76,0.13,96.39,3.47,1.76
"420","HI",2015,17643.83,25424.3,4131.2,47199.33,1422.484,8.75266661624222,33.1809215428785,2.90421544284505,37.3815263903111,53.8658069934467,47199,2.9,8.75,37.38,53.87,2.9
"421","IA",2015,6886.79,15321.13,17866.34,40074.26,3121.46,44.5830815091782,12.8383064335279,5.72371262165781,17.1850709158447,38.2318475749771,40074,5.72,44.58,17.19,38.23,5.72
"422","ID",2015,15257.78,16864.87,13809.09,45931.74,1651.523,30.0643737859702,27.8117470964679,8.36142760349084,33.2183801441008,36.717246069929,45932,8.36,30.06,33.22,36.72,8.36
"423","IL",2015,1177503.56,214051.58,46217.44,1437772.58,12864.342,3.21451672141362,111.764175734756,3.59267811754383,81.8977616056637,14.8877216729227,1437773,3.59,3.21,81.9,14.89,3.59
"424","IN",2015,55466.71,66387.49,32880.57,154734.77,6608.296,21.2496325163375,23.4152298867968,4.97565030379995,35.8463130167835,42.904054466879,154735,4.98,21.25,35.85,42.9,4.98
"425","KS",2015,19051.11,8041.3,6624.1,33716.51,2909.502,19.6464580705417,11.5884127249268,2.27671264704406,56.5038018466324,23.8497400828259,33717,2.28,19.65,56.5,23.85,2.28
